#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of Crawford County

",58898016,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",58898016,N/A,"DescriptionCourt Appointed Special Advocates serving abused and neglected children in Crawford County,  Arkansas, until they reach a safe and permanent home. ","DescriptionCourt Appointed Special Advocates serving abused and neglected children in Crawford County,  Arkansas, until they reach a safe and permanent home. ",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Harrison House of Hope

",55706253,600 East Stephenson,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55706253,https://www.houseofhopeharrison.org/,"DescriptionAgency provides a safe place where the homeless can connect with services that will enable them to become stable in their housing situation. Provides immediate basic needs as they help clients find jobs, get into their own homes, or get into drug/alcohol rehabilitation programs.","DescriptionAgency provides a safe place where the homeless can connect with services that will enable them to become stable in their housing situation. Provides immediate basic needs as they help clients find jobs, get into their own homes, or get into drug/alcohol rehabilitation programs.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," House of Hope

",53396115,824 S. Oak St.,Harrison ,AR,72602,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",53396115,https://www.stpaulsumcharrison.net/,"DescriptionAgency is a Homeless Day Center in Harrison, AR which provides breakfast, lunch, job assistance and housing assistance.NOTE:  No overnight facilities are available.","DescriptionAgency is a Homeless Day Center in Harrison, AR which provides breakfast, lunch, job assistance and housing assistance.NOTE:  No overnight facilities are available.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Saint Paul's United Methodist Church

",55980674,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55980674,https://www.crawfordhc.info,DescriptionAgency provides a food pantry and a homeless shelter.,DescriptionAgency provides a food pantry and a homeless shelter.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Crawford Healthcare and Rehabilitation

",54037158,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037158,https://www.headstartinc.org,DescriptionSkilled Nursing Facility,DescriptionSkilled Nursing Facility,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Head Start Child & Family Services, Inc

",54037022,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037022,N/A,"DescriptionA federally-funded child development program that provides educational experiences, medical and dental services, nutritional meals, counseling and opportunities for parental involvement to help prepare low-income children and children with disabilities age three to five to enter and succeed in school.","DescriptionA federally-funded child development program that provides educational experiences, medical and dental services, nutritional meals, counseling and opportunities for parental involvement to help prepare low-income children and children with disabilities age three to five to enter and succeed in school.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Pleasant Valley Church of Christ - Van Buren

",54037113,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037113,https://www.waeda.org,DescriptionAgency is a church that serves its community.,DescriptionAgency is a church that serves its community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Western Arkansas Employment Development Agency, Inc.

",54037075,701 East Prospect Avenue,Harrison ,AR,72602,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54037075,httpss://www.ozarkopp.org/index.cfm,DescriptionA federally funded non-profit organization which operates under the Workforce Improvement and Opportunities Act (WIOA). ,DescriptionA federally funded non-profit organization which operates under the Workforce Improvement and Opportunities Act (WIOA). ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Ozark Opportunities, Inc.

",54028862,200 West Stephenson Avenue,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54028862,https://www.casa14.org,"DescriptionAgency is a nonprofit that partners with organizations, families, and individuals to provide services and empowerment opportunities for those with limited means to improve their quality of life.","DescriptionAgency is a nonprofit that partners with organizations, families, and individuals to provide services and empowerment opportunities for those with limited means to improve their quality of life.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of the 14th Judicial District

",58990156,206 S. Cherry,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",58990156,https://www.i-living.org/index.html,DescriptionCourt Appointed Special Advocates serving abused and neglected children in the 14th Judicial District of  Arkansas until they reach a safe and permanent home. ,DescriptionCourt Appointed Special Advocates serving abused and neglected children in the 14th Judicial District of  Arkansas until they reach a safe and permanent home. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Independent Living, INC

",54404579,221 W. Stephenson,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54404579,https://www.boonecountylibrary.org/library-foundation.html,DescriptionAgency is a non-profit provider for people with developmental disabilities. ,DescriptionAgency is a non-profit provider for people with developmental disabilities. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Boone County Library

",55785732,110 S. Cherry Street,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55785732,https://www.harrisongoblins.org/,DescriptionAgency provides a public library.,DescriptionAgency provides a public library.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Harrison School District

",55641313,101 E Prospect Ave,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",55641313,https://www.naelm.net,DescriptionAgency is a provider of educational programs that provides other services to its community.,DescriptionAgency is a provider of educational programs that provides other services to its community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," North Arkansas Counseling Foundation Inc 

",54156179,408 N Willow St,Harrison ,AR,72601,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54156179,httpss://www.facebook.com/Pregnancy-Crisis-Center-342909092479816/,"DescriptionAgency is a professional, licensed, non-profit counseling organization that provides care and support for those with immediate and longstanding struggles.","DescriptionAgency is a professional, licensed, non-profit counseling organization that provides care and support for those with immediate and longstanding struggles.",N/A,N/A
