#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email,Short Code
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Public Health, Environmental Health Field Services-Kent",(302) 739-1957,Thurman Adams State Service Center,Georgetown,DE,19947,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 744-1220,https://dhss.delaware.gov,"This program performs health inspections, issue permits and complaint investigations of retail food establishments, (including restaurants), retail ice manufacturers, recreational camps, agricultural migratory labor camps, public swimming pools, body art establishments, cosmetology and temporary food operations. Conduct pre and post construction inspections for new establishments and issue registration for cottage food operations.Â  Investigates public health nuisance complaints and referrals. Provides access for the purchase of water test kits for private drinking water wells. Answers questions from the public regarding all program areas mentioned above.Â ","This program performs health inspections, issue permits and complaint investigations of retail food establishments, (including restaurants), retail ice manufacturers, recreational camps, agricultural migratory labor camps, public swimming pools, body art establishments, cosmetology and temporary food operations. Conduct pre and post construction inspections for new establishments and issue registration for cottage food operations.Â  Investigates public health nuisance complaints and referrals. Provides access for the purchase of water test kits for private drinking water wells. Answers questions from the public regarding all program areas mentioned above.Â ",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Public Health, Environmental Health Field Services-Sussex",(302) 515-3301,253 Northeast Front Street,Milford,DE,19963,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 515-3300,https://www.dhss.delaware.gov/dhss/dph/index.html,"This program performs public health inspections, issues permits and and complaint investigations of retail food establishments, (including restaurants), retail ice manufacturers, recreational camps, agricultural migratory labor camps, public swimming pools, body are establishments, cosmetology and temporary food operations. Investigates public health nuisance complaints and referrals. Provides access for the purchase of water test kits for private drinking water wells. Answers questions from the public regarding the areas mentioned above.","This program performs public health inspections, issues permits and and complaint investigations of retail food establishments, (including restaurants), retail ice manufacturers, recreational camps, agricultural migratory labor camps, public swimming pools, body are establishments, cosmetology and temporary food operations. Investigates public health nuisance complaints and referrals. Provides access for the purchase of water test kits for private drinking water wells. Answers questions from the public regarding the areas mentioned above.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Public Health, Milford State Service Center - Women, Infants & Children",302-424-7227,122 Silver Lake Road,Middletown,DE,19709,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 424-7220,https://www.assist.dhss.delaware.gov,"WICÂ provides nutrition education, nutritious food package and breastfeeding support to women, infants and children up to age 5 who are at nutrition risk and meet the income guideline.","WICÂ provides nutrition education, nutritious food package and breastfeeding support to women, infants and children up to age 5 who are at nutrition risk and meet the income guideline.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Appoquinimink",(302) 696-3121,"655 South Bay Road, Suite 2I",Dover,DE,19901,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 696-3150,https://www.assist.dhss.delaware.gov,"Information and screening for Temporary Assistance to Needy Families (TANF), General Assistance (GA), Food Supplement Program (foo benefits), Subsidized Child Care Program and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.","Information and screening for Temporary Assistance to Needy Families (TANF), General Assistance (GA), Food Supplement Program (foo benefits), Subsidized Child Care Program and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Blue Hen",(302) 672-9501,400 Mill Street,Bridgeville,DE,19933,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 672-9500,https://www.assist.dhss.delaware.gov,"Information and screening for the Temporary Assistance to Needy Families (TANF), General Assistance (GA), SNAP (Supplemental Nutrition Assistance Program), Subsidized Child Care Program and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.","Information and screening for the Temporary Assistance to Needy Families (TANF), General Assistance (GA), SNAP (Supplemental Nutrition Assistance Program), Subsidized Child Care Program and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Bridgeville",(302) 337-3204,1920 Maryland Avenue,Wilmington,DE,19805,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 337-8261,https://www.assist.dhss.delaware.gov,"Information and screening for the Temporary Assistance for Needy Families (TANF), General Assistance (GA), Food Supplement Program (food benefits), Subsidized Child Care Assistance and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.","Information and screening for the Temporary Assistance for Needy Families (TANF), General Assistance (GA), Food Supplement Program (food benefits), Subsidized Child Care Assistance and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Canby Park",(302) 498-5501,N/A,,DE,19933,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 498-5500,https://dhss.delaware.gov,"Information and screening for the Temporary Assistance to Needy Families (TANF) General Assistance (GA), Food Supplement Program (Food Benefits), Subsidized Child Care Assistance and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.","Information and screening for the Temporary Assistance to Needy Families (TANF) General Assistance (GA), Food Supplement Program (Food Benefits), Subsidized Child Care Assistance and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Change Report Center",(302) 721-7031,84 Christiana Road,New Castle,DE,19720,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 571-4900,https://www.assist.dhss.delaware.gov,"Statewide Change Report Center forÃÂ clients. Main report center for clients receiving SNAP, Medicaid, Child Care and cash assistance to make any changes that are necessary between reviews. Changes can be made by phone, fax or mail.","Statewide Change Report Center forÃÂ clients. Main report center for clients receiving SNAP, Medicaid, Child Care and cash assistance to make any changes that are necessary between reviews. Changes can be made by phone, fax or mail.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Churchman's Corporate Center",(302) 395-6777,3301 Green Street,Claymont,DE,19703,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 395-6740,https://www.assist.dhss.delaware.gov,"Information and screening for Temporary Assistance to Needy Familes (TANF), General Assistance (GA), Food Supplement Program (food benefits), subsidized Child Care assistance and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.","Information and screening for Temporary Assistance to Needy Familes (TANF), General Assistance (GA), Food Supplement Program (food benefits), subsidized Child Care assistance and Medicaid are provided by the Division of Social Services to eligible residents of Delaware.",N/A,N/A,
Delaware,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program","Division of Social Services, Claymont",(302) 792-6501,500 Rogers Road,New Castle,DE,19720,"Food ,Emergency Food ,Soup Kitchens ,Food Collection and Storage ,Commodity Supplemental Food Program",(302) 792-6500,https://www.assist.dhss.delaware.gov,"Information and screening for TANF (Temporary Assistance to Needy Families) GA (General Assistance), Food Benefits, Medicaid and Subsidized Child Care are provided by the Division of Social Services to eligible residents of Delaware.","Information and screening for TANF (Temporary Assistance to Needy Families) GA (General Assistance), Food Benefits, Medicaid and Subsidized Child Care are provided by the Division of Social Services to eligible residents of Delaware.",N/A,N/A,
